"Date,""Game"",""Earnings"",""Players"",""Tournaments"""
"2020-01-01,""Mario Kart 8 Deluxe"",1305,24,2"
"2020-01-01,""Splatoon 2"",1270,13,1"
"2020-01-01,""WarCraft III: Reforged"",1250,6,2"
"2020-01-01,""Lichess"",1100,8,2"
"2020-01-01,""Windjammers"",1000,10,2"
"2020-01-01,""Super Smash Bros."",940,11,2"
"2020-01-01,""Street Fighter III: 3rd Strike"",880,8,1"
"2020-01-01,""Melty Blood: Actress Again Current Code"",720,8,1"
"2020-01-01,""Ultimate Marvel vs. Capcom 3"",630,3,1"
"2020-01-01,""BlazBlue: Central Fiction"",600,3,1"
"2020-01-01,""Super Street Fighter II Turbo"",590,6,2"
"2020-01-01,""Guilty Gear XX Accent Core Plus R"",550,3,1"
"2020-01-01,""Pokkén Tournament DX"",520,3,1"
"2020-01-01,""Vampire Savior"",520,3,1"
"2020-01-01,""Marvel vs. Capcom: Infinite"",490,3,1"
"2020-01-01,""Age of Empires III"",380,4,1"
"2020-01-01,""Artifact Classic"",365,6,5"
"2020-01-01,""King of Fighters XIV"",340,3,1"
"2020-01-01,""Them's Fightin' Herds"",340,5,2"
"2020-01-01,""Team Fortress 2"",337.92,18,1"
"2020-01-01,""Power Rangers: Battle for the Grid"",330,3,1"
"2020-01-01,""Sailor Moon S"",310,3,1"
"2020-01-01,""Dota Underlords"",305.25,4,5"
"2020-01-01,""Age of Mythology"",250,5,2"
"2020-01-01,""Dead or Alive 6"",250,3,1"
"2020-01-01,""Capcom vs. SNK 2"",240,3,1"
"2020-01-01,""osu!"",222.35,8,1"
"2020-01-01,""Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe"",220,3,1"
"2020-01-01,""ARMS"",219.98,3,1"
"2020-01-01,""Hearthstone"",200,5,4"
"2020-01-01,""Brawlhalla"",172.9,10,4"
"2020-01-01,""Kill la Kill the Game: IF"",70,3,1"
"2020-02-01,""Rainbow Six Siege"",3025435.67,125,6"
"2020-02-01,""Magic: The Gathering Arena"",1100000,28,2"
"2020-02-01,""Counter-Strike: Global Offensive"",970204.61,647,50"
"2020-02-01,""Fortnite"",520325.35,191,5"
"2020-02-01,""Hearthstone"",505619.03,131,6"
"2020-02-01,""Free Fire"",450906.02,125,2"
"2020-02-01,""FIFA 20"",365897.65,115,7"
"2020-02-01,""Dota 2"",358087,65,4"
"2020-02-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",325350.96,280,10"
"2020-02-01,""Call of Duty: Modern Warfare"",260150,86,6"
"2020-02-01,""NBA 2K20"",250000,1,1"
"2020-02-01,""League of Legends"",215255.32,144,7"
"2020-02-01,""Dragon Ball FighterZ"",80752.44,24,3"
"2020-02-01,""Super Smash Bros. Melee"",75067.54,53,9"
"2020-02-01,""Chess.com"",52000,27,3"
"2020-02-01,""Halo: Reach"",50000,32,1"
"2020-02-01,""WarCraft III: Reforged"",39059.94,37,17"
"2020-02-01,""Super Smash Bros. Ultimate"",37089.02,185,41"
"2020-02-01,""Pokémon VGC"",28500,32,1"
"2020-02-01,""Rocket League"",23386.12,143,35"
"2020-02-01,""StarCraft II"",19498.34,75,32"
"2020-02-01,""TrackMania 2: Stadium"",14219.15,56,11"
"2020-02-01,""Mortal Kombat 11"",10088.22,35,2"
"2020-02-01,""Age of Empires"",10069,31,4"
"2020-02-01,""iRacing.com"",8005,48,2"
"2020-02-01,""Shadowverse"",8000,16,2"
"2020-02-01,""FIFA Online 4"",7021.82,12,2"
"2020-02-01,""Minecraft"",4400,10,1"
"2020-02-01,""Age of Empires II"",4062.99,19,11"
"2020-02-01,""Under Night In-Birth EXE: Late[st]"",3836.89,15,3"
"2020-02-01,""StarCraft: Remastered"",3189,24,9"
"2020-02-01,""Dota Underlords"",3083.25,9,2"
"2020-02-01,""Guilty Gear Xrd REV 2"",2884,10,3"
"2020-02-01,""BlazBlue: Central Fiction"",2400,3,1"
"2020-02-01,""Pokkén Tournament DX"",2216.43,6,2"
"2020-02-01,""Gears 5"",2000,20,4"
"2020-02-01,""rFactor 2"",1888.86,3,1"
"2020-02-01,""Samurai Shodown (2019)"",1460,6,2"
"2020-02-01,""Tekken 7"",1302.22,8,2"
"2020-02-01,""BlazBlue: Cross Tag Battle"",1130,15,2"
"2020-02-01,""Lichess"",1100,8,2"
"2020-02-01,""Street Fighter V: Champion Edition"",1000,4,1"
"2020-02-01,""Under Night In-Birth EXE: Late[cl-r]"",1000,4,1"
"2020-02-01,""Overwatch"",984,13,1"
"2020-02-01,""King of Fighters XIV"",920,3,1"
"2020-02-01,""osu!"",592.89,3,1"
"2020-02-01,""King of Fighters XIII"",480,3,1"
"2020-02-01,""King of Fighters 2002 Unlimited Match"",380,3,1"
"2020-02-01,""Super Smash Bros."",377.18,4,1"
"2020-02-01,""Melty Blood: Actress Again Current Code"",300,3,1"
"2020-02-01,""Xonotic"",298.38,6,1"
"2020-02-01,""Street Fighter V: Arcade Edition"",249.33,3,1"
"2020-02-01,""Guilty Gear XX Accent Core Plus R"",240,3,1"
"2020-02-01,""Age of Mythology"",200,4,1"
"2020-02-01,""Garou: Mark of the Wolves"",180,3,1"
"2020-02-01,""Artifact Classic"",150,6,3"
"2020-02-01,""Magical Drop III"",130,3,1"
"2020-02-01,""Samurai Shodown V Special"",130,3,1"
"2020-02-01,""Dengeki Bunko: Fighting Climax Ignition"",120,3,1"
"2020-02-01,""Brawlhalla"",53.6,6,1"
"2020-03-01,""Rocket League"",1132800.15,327,34"
"2020-03-01,""Dota 2"",908184.48,233,18"
"2020-03-01,""Counter-Strike: Global Offensive"",708291.94,427,38"
"2020-03-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",590142.44,301,9"
"2020-03-01,""Hearthstone"",505100,144,3"
"2020-03-01,""CrossFire"",495565,57,1"
"2020-03-01,""StarCraft II"",443585.6,116,46"
"2020-03-01,""Fortnite"",388000,549,25"
"2020-03-01,""Rainbow Six Siege"",378049.33,258,15"
"2020-03-01,""Gears 5"",365500,100,8"
"2020-03-01,""Apex Legends"",350000,177,9"
"2020-03-01,""CrossFire Mobile"",339816,64,1"
"2020-03-01,""Call of Duty: Warzone"",321550.01,191,7"
"2020-03-01,""League of Legends"",211653.99,350,16"
"2020-03-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",175822.46,237,5"
"2020-03-01,""Teamfight Tactics"",150250,16,1"
"2020-03-01,""Call of Duty: Modern Warfare"",138000,69,4"
"2020-03-01,""Mortal Kombat 11"",1e+05,16,1"
"2020-03-01,""Age of Empires II"",81298.81,57,18"
"2020-03-01,""Free Fire"",74895.94,71,2"
"2020-03-01,""Brawlhalla"",70020.1,107,13"
"2020-03-01,""Call of Duty: Mobile"",63678,46,2"
"2020-03-01,""Quake Champions"",58500,30,2"
"2020-03-01,""Brawl Stars"",56250,21,1"
"2020-03-01,""Clash of Clans"",45300,2,1"
"2020-03-01,""rFactor 2"",43950.36,32,5"
"2020-03-01,""Super Smash Bros. Ultimate"",41911.85,106,21"
"2020-03-01,""Street Fighter V: Champion Edition"",33223.36,11,3"
"2020-03-01,""StarCraft: Remastered"",21428.11,54,11"
"2020-03-01,""Ultimate Marvel vs. Capcom 3"",15511.03,8,1"
"2020-03-01,""WarCraft III: Reforged"",14222.04,27,18"
"2020-03-01,""Legends of Runeterra"",13253.89,9,3"
"2020-03-01,""Farming Simulator 19"",13205.82,24,1"
"2020-03-01,""iRacing.com"",7938,75,7"
"2020-03-01,""Diabotical"",5781.36,57,19"
"2020-03-01,""TrackMania 2: Stadium"",5414.63,33,13"
"2020-03-01,""Heroes of the Storm"",5395,24,2"
"2020-03-01,""FIFA Online 4"",5392.47,6,1"
"2020-03-01,""FIFA 20"",5000.72,4,4"
"2020-03-01,""Pokémon VGC"",5000,8,1"
"2020-03-01,""Shadowverse"",3800,8,1"
"2020-03-01,""Age of Empires III"",3727,21,4"
"2020-03-01,""Super Smash Bros. Melee"",3580,18,4"
"2020-03-01,""Lichess"",2100,11,3"
"2020-03-01,""Chess.com"",2000.02,14,2"
"2020-03-01,""Unreal Tournament (2016)"",1871.41,16,1"
"2020-03-01,""Doom II: Hell on Earth"",1500,4,1"
"2020-03-01,""Age of Mythology"",1481,16,4"
"2020-03-01,""Tekken 7"",1378.44,8,1"
"2020-03-01,""Minecraft"",1000,1,1"
"2020-03-01,""Super Smash Bros. Brawl"",770,11,3"
"2020-03-01,""Lethal League Blaze"",600,8,1"
"2020-03-01,""Team Fortress 2"",570,24,1"
"2020-03-01,""Granblue Fantasy: Versus"",517,4,2"
"2020-03-01,""Super Smash Bros. for Wii U"",490,3,1"
"2020-03-01,""Dragon Ball FighterZ"",365.5,3,1"
"2020-03-01,""Assetto Corsa"",306.1,14,8"
"2020-03-01,""Super Smash Bros."",190,3,1"
"2020-03-01,""Age of Empires"",100,2,1"
"2020-03-01,""ARMS"",60,5,1"
"2020-03-01,""Xonotic"",22.29,6,1"
"2020-04-01,""Fortnite"",2216455,1132,46"
"2020-04-01,""Counter-Strike: Global Offensive"",2083570.24,731,45"
"2020-04-01,""League of Legends"",1192948.1,526,16"
"2020-04-01,""Dota 2"",623956,345,20"
"2020-04-01,""Rainbow Six Siege"",535845.33,182,6"
"2020-04-01,""Rocket League"",360246.97,289,48"
"2020-04-01,""Hearthstone"",308287.69,75,11"
"2020-04-01,""Arena of Valor"",308261.41,40,1"
"2020-04-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",299996.82,221,7"
"2020-04-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",299409.13,195,3"
"2020-04-01,""Call of Duty: Modern Warfare"",280000,105,11"
"2020-04-01,""Call of Duty: Warzone"",248900.07,63,12"
"2020-04-01,""Mobile Legends: Bang Bang"",207597.19,63,1"
"2020-04-01,""Apex Legends"",201000,232,17"
"2020-04-01,""Gears 5"",91000,65,7"
"2020-04-01,""StarCraft: Remastered"",68031,35,6"
"2020-04-01,""Brawl Stars"",62500,29,3"
"2020-04-01,""VALORANT"",60825.14,298,52"
"2020-04-01,""Escape from Tarkov"",54600,96,2"
"2020-04-01,""Forza Motorsport 7"",49000,48,1"
"2020-04-01,""rFactor 2"",46977.5,22,3"
"2020-04-01,""chess24"",45400,16,1"
"2020-04-01,""Clash Royale"",44600,6,2"
"2020-04-01,""Chess.com"",22980.81,84,7"
"2020-04-01,""StarCraft II"",21611.51,88,48"
"2020-04-01,""Overwatch"",21150,20,1"
"2020-04-01,""Brawlhalla"",20000,100,10"
"2020-04-01,""WarCraft III: Reforged"",19854.65,28,12"
"2020-04-01,""FIFA Online 4"",16944.97,26,1"
"2020-04-01,""Farming Simulator 19"",12909.95,24,1"
"2020-04-01,""FIFA 20"",10000,6,4"
"2020-04-01,""Team Fortress 2"",9496,110,4"
"2020-04-01,""Pistol Whip"",7500,13,1"
"2020-04-01,""Super Smash Bros. Ultimate"",6500,47,11"
"2020-04-01,""Age of Empires II"",5073,38,14"
"2020-04-01,""TrackMania 2: Stadium"",4573.51,91,21"
"2020-04-01,""Street Fighter V: Champion Edition"",3017.54,10,5"
"2020-04-01,""Super Smash Bros. Melee"",3004.69,9,2"
"2020-04-01,""Pokémon GO"",1600,8,1"
"2020-04-01,""osu!"",1350,15,1"
"2020-04-01,""Granblue Fantasy: Versus"",1220.64,5,4"
"2020-04-01,""Lichess"",1100,8,2"
"2020-04-01,""Minecraft"",1000,1,1"
"2020-04-01,""Assetto Corsa Competizione"",708,2,1"
"2020-04-01,""Age of Mythology"",433.62,10,7"
"2020-04-01,""ARMS"",318.48,14,3"
"2020-04-01,""Tetr.io"",308.27,3,1"
"2020-04-01,""Unreal Tournament (2016)"",270.53,12,1"
"2020-04-01,""Dragon Ball FighterZ"",210.2,3,1"
"2020-04-01,""Age of Empires Online"",200,3,1"
"2020-04-01,""Puyo Puyo Tetris"",184.5,3,1"
"2020-04-01,""Legends of Runeterra"",160,8,2"
"2020-04-01,""Xonotic"",141.54,10,3"
"2020-04-01,""Assetto Corsa"",83.11,10,3"
"2020-04-01,""Artifact Classic"",60,7,2"
"2020-04-01,""iRacing.com"",20,2,1"
"2020-05-01,""Fortnite"",2660900,642,34"
"2020-05-01,""League of Legends"",1641644.93,444,14"
"2020-05-01,""Dota 2"",1155794.17,381,24"
"2020-05-01,""Counter-Strike: Global Offensive"",956133.46,787,53"
"2020-05-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",517310.4,349,12"
"2020-05-01,""Call of Duty: Modern Warfare"",331722,123,15"
"2020-05-01,""Gears 5"",322000,100,5"
"2020-05-01,""chess24"",282476.21,27,3"
"2020-05-01,""Identity V"",274711.76,48,1"
"2020-05-01,""Rocket League"",233068.63,350,67"
"2020-05-01,""Overwatch"",225000,120,2"
"2020-05-01,""Madden NFL 20"",220000,16,1"
"2020-05-01,""Chess.com"",215230.69,180,13"
"2020-05-01,""Arena of Valor"",213090.66,65,2"
"2020-05-01,""Apex Legends"",206000,248,22"
"2020-05-01,""Call of Duty: Warzone"",202000,68,11"
"2020-05-01,""Mobile Legends: Bang Bang"",200200,112,2"
"2020-05-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",157500,114,5"
"2020-05-01,""VALORANT"",143387.2,335,46"
"2020-05-01,""Paladins"",120000,90,3"
"2020-05-01,""Clash Royale"",105000,39,2"
"2020-05-01,""Lichess"",102615,26,5"
"2020-05-01,""Legends of Runeterra"",100400,31,4"
"2020-05-01,""Rainbow Six Siege"",98345.88,117,5"
"2020-05-01,""Hearthstone"",80550,52,4"
"2020-05-01,""Brawl Stars"",62500,45,4"
"2020-05-01,""Quake Champions"",50000,24,1"
"2020-05-01,""Free Fire"",42307.67,30,1"
"2020-05-01,""iRacing.com"",41839,86,5"
"2020-05-01,""World of WarCraft"",40200,42,4"
"2020-05-01,""StarCraft II"",38013,79,40"
"2020-05-01,""WarCraft III: Reforged"",36783.34,55,19"
"2020-05-01,""Gwent"",29200,8,1"
"2020-05-01,""Age of Empires II"",24823.69,44,14"
"2020-05-01,""Playchess.com"",23014.86,33,1"
"2020-05-01,""Super Smash Bros. Ultimate"",22300,56,12"
"2020-05-01,""rFactor 2"",16837,22,1"
"2020-05-01,""Heroes of the Storm"",15859.69,25,2"
"2020-05-01,""FIFA 20"",15000,12,6"
"2020-05-01,""Farming Simulator 19"",12931.73,24,1"
"2020-05-01,""FIFA Online 4"",8497.84,9,1"
"2020-05-01,""StarCraft: Remastered"",5986,7,6"
"2020-05-01,""Teamfight Tactics"",4779,7,1"
"2020-05-01,""RaceRoom Racing Experience"",4290,21,4"
"2020-05-01,""Shadowverse"",4000,8,1"
"2020-05-01,""Soul Calibur VI"",3557.06,15,6"
"2020-05-01,""Minecraft"",3000,2,2"
"2020-05-01,""Prophecy"",3000,23,3"
"2020-05-01,""Point Blank"",2900,20,1"
"2020-05-01,""TrackMania 2: Stadium"",2478.58,43,11"
"2020-05-01,""Melty Blood: Actress Again Current Code"",2432.76,18,6"
"2020-05-01,""Age of Empires III"",2366,27,1"
"2020-05-01,""Street Fighter V: Champion Edition"",2159.27,10,4"
"2020-05-01,""Old School Runescape"",2000,2,1"
"2020-05-01,""Granblue Fantasy: Versus"",1002.81,8,5"
"2020-05-01,""Tetr.io"",951.92,6,3"
"2020-05-01,""Brawlhalla"",600,8,3"
"2020-05-01,""Dragon Ball FighterZ"",550.98,6,3"
"2020-05-01,""Age of Mythology"",467.86,10,6"
"2020-05-01,""Puyo Puyo Tetris"",437.29,5,2"
"2020-05-01,""Assetto Corsa Competizione"",236,2,2"
"2020-05-01,""Tatsunoko vs. Capcom: Ultimate All-Stars"",205.51,3,1"
"2020-05-01,""Echo Arena"",200,7,2"
"2020-05-01,""Onward"",200,5,1"
"2020-05-01,""Artifact Classic"",194.4,10,5"
"2020-05-01,""osu!"",154.36,3,1"
"2020-05-01,""Xonotic"",131.74,9,3"
"2020-05-01,""Beat Aim"",70,3,1"
"2020-06-01,""Counter-Strike: Global Offensive"",1909374.15,885,58"
"2020-06-01,""Arena of Valor"",1129066.43,72,1"
"2020-06-01,""Overwatch"",1e+06,266,7"
"2020-06-01,""Dota 2"",967509.21,329,16"
"2020-06-01,""FIFA 20"",933089.52,251,9"
"2020-06-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",702618.35,273,5"
"2020-06-01,""Hearthstone"",513226.37,127,4"
"2020-06-01,""VALORANT"",360232.49,723,60"
"2020-06-01,""Call of Duty: Modern Warfare"",330000,114,14"
"2020-06-01,""StarCraft II"",288560.78,158,44"
"2020-06-01,""Call of Duty: Warzone"",272763.3,219,12"
"2020-06-01,""Lichess"",269695,42,8"
"2020-06-01,""Free Fire"",245754.95,146,3"
"2020-06-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",226421.99,416,12"
"2020-06-01,""Hearthstone Battlegrounds"",2e+05,16,1"
"2020-06-01,""Magic: The Gathering Arena"",172000,32,4"
"2020-06-01,""Rocket League"",151617.41,288,64"
"2020-06-01,""chess24"",150000,12,1"
"2020-06-01,""WarCraft III: Reforged"",123719.88,38,8"
"2020-06-01,""CrossFire"",101920,49,2"
"2020-06-01,""Fortnite"",1e+05,66,3"
"2020-06-01,""SMITE"",1e+05,21,1"
"2020-06-01,""Brawl Stars"",85385.74,69,5"
"2020-06-01,""Chess.com"",72300,65,7"
"2020-06-01,""Apex Legends"",63519.05,108,14"
"2020-06-01,""Rainbow Six Siege"",62967.18,81,4"
"2020-06-01,""Paladins"",49999.98,30,1"
"2020-06-01,""Granblue Fantasy: Versus"",47493.17,16,5"
"2020-06-01,""Clash of Clans"",41250,33,1"
"2020-06-01,""Brawlhalla"",40000,133,20"
"2020-06-01,""World of WarCraft"",40000,40,4"
"2020-06-01,""rFactor 2"",28967.5,46,6"
"2020-06-01,""Age of Empires II"",26506.16,79,25"
"2020-06-01,""Mobile Legends: Bang Bang"",26000,36,1"
"2020-06-01,""Gwent"",22000,8,1"
"2020-06-01,""Tekken 7"",18707.89,20,6"
"2020-06-01,""StarCraft: Remastered"",18112.69,36,8"
"2020-06-01,""iRacing.com"",14868,117,3"
"2020-06-01,""Super Smash Bros. Ultimate"",11890.22,70,19"
"2020-06-01,""TrackMania 2: Stadium"",10101.97,61,22"
"2020-06-01,""Internet Chess Club"",10000,6,1"
"2020-06-01,""Mortal Kombat 11"",10000,16,2"
"2020-06-01,""Prophecy"",10000,9,1"
"2020-06-01,""Age of Empires"",9340,23,4"
"2020-06-01,""Assetto Corsa"",8776.8,20,2"
"2020-06-01,""FIFA Online 4"",8064.24,24,1"
"2020-06-01,""Old School Runescape"",7004.2,12,1"
"2020-06-01,""League of Legends"",5987.09,41,3"
"2020-06-01,""Legends of Runeterra"",5677.14,22,3"
"2020-06-01,""Soul Calibur VI"",5257.7,18,8"
"2020-06-01,""Gears 5"",2500,30,5"
"2020-06-01,""Zula"",2500,15,1"
"2020-06-01,""Street Fighter V: Champion Edition"",2245.23,12,4"
"2020-06-01,""Super Smash Bros. Melee"",2200,15,2"
"2020-06-01,""Tetr.io"",1710,7,2"
"2020-06-01,""osu!"",1620,18,1"
"2020-06-01,""Minecraft"",1000,1,1"
"2020-06-01,""Playchess.com"",990.37,44,3"
"2020-06-01,""Dragon Ball FighterZ"",929.18,7,3"
"2020-06-01,""ARMS"",535.05,15,3"
"2020-06-01,""Age of Empires III"",500,8,1"
"2020-06-01,""SLAYERS FOR HIRE"",500,8,1"
"2020-06-01,""Skullgirls 2nd Encore"",450,3,1"
"2020-06-01,""Artifact Classic"",385.45,10,4"
"2020-06-01,""Puyo Puyo Tetris"",309.4,6,2"
"2020-06-01,""Tatsunoko vs. Capcom: Ultimate All-Stars"",300.6,3,1"
"2020-06-01,""Lethal League Blaze"",300,6,2"
"2020-06-01,""Punch Planet"",300,3,1"
"2020-06-01,""Slap City"",300,3,1"
"2020-06-01,""Space Junkies"",300,4,1"
"2020-06-01,""Age of Mythology"",250,4,3"
"2020-06-01,""Duck Game"",250,3,1"
"2020-06-01,""Fantasy Strike"",250,8,1"
"2020-06-01,""Assetto Corsa Competizione"",236,4,2"
"2020-06-01,""Maiden & Spell"",200,3,1"
"2020-06-01,""Naruto: Gekitou Ninja Taisen! 4"",200,3,1"
"2020-06-01,""Pokkén Tournament DX"",200,3,1"
"2020-06-01,""Quake Champions"",179.03,6,2"
"2020-06-01,""Def Jam: Fight for NY"",170,3,1"
"2020-06-01,""Dead or Alive 6"",160,3,1"
"2020-06-01,""Kill la Kill the Game: IF"",150,3,1"
"2020-06-01,""Rivals of Aether"",150,6,2"
"2020-06-01,""Trackmania Turbo"",112.5,3,1"
"2020-06-01,""Acceleration of SUGURI 2"",100,3,1"
"2020-06-01,""Beat Aim"",100,4,1"
"2020-06-01,""Schwarzerblitz"",100,3,1"
"2020-06-01,""Street Fighter III: 3rd Strike"",100,3,1"
"2020-06-01,""Twinkle Star Sprites"",100,3,1"
"2020-06-01,""Guilty Gear Xrd REV 2"",80,3,1"
"2020-06-01,""Catherine"",75,3,1"
"2020-06-01,""Puyo Puyo Champions"",75,3,1"
"2020-06-01,""Digimon Rumble Arena"",70,3,1"
"2020-06-01,""Pocket Rumble"",60,3,1"
"2020-06-01,""TrackMania Nations Forever"",56.3,3,1"
"2020-06-01,""Arcana Heart 3: Love Max Six Stars!!!!!"",50,3,1"
"2020-06-01,""Dengeki Bunko: Fighting Climax Ignition"",50,3,1"
"2020-06-01,""Fight of Animals"",50,3,1"
"2020-06-01,""HYPERFIGHT"",50,3,1"
"2020-06-01,""JoJo's Bizarre Adventure: Heritage for the Future"",50,3,1"
"2020-06-01,""Killer Instinct (2013)"",50,3,1"
"2020-06-01,""Koihime Enbu"",50,3,1"
"2020-06-01,""Power Instinct: Matrimelee"",50,3,1"
"2020-06-01,""Roof Rage"",50,3,1"
"2020-06-01,""Shrek SuperSlam"",50,3,1"
"2020-06-01,""Speedrunners"",50,3,1"
"2020-06-01,""Them's Fightin' Herds"",50,3,1"
"2020-06-01,""Umineko: Golden Fantasia"",50,3,1"
"2020-06-01,""Under Night In-Birth EXE: Late[cl-r]"",50,3,1"
"2020-06-01,""Touhou Hisoutensoku ~ Choudokyuu Ginyoru no Nazo o Oe"",45,3,1"
"2020-06-01,""ShootMania Storm"",40.95,7,1"
"2020-06-01,""Panel Attack"",40,3,1"
"2020-06-01,""Super Smash Bros."",40,6,2"
"2020-06-01,""Ultra Street Fighter IV"",40,6,2"
"2020-06-01,""Windjammers"",40,3,1"
"2020-06-01,""Samurai Shodown III"",30,3,1"
"2020-06-01,""Vampire Savior"",30,3,1"
"2020-06-01,""Akatsuki Blitzkampf"",20,3,1"
"2020-06-01,""Melty Blood: Actress Again Current Code"",20,3,1"
"2020-06-01,""Project Plus"",20,3,1"
"2020-06-01,""The Last Blade 2"",20,3,1"
"2020-06-01,""Asuka 120% LimitOver BURNING Fest."",10,3,1"
"2020-06-01,""Eternal Fighter Zero"",10,3,1"
"2020-06-01,""Fighting EX Layer"",10,3,1"
"2020-06-01,""King of Fighters XIV"",10,3,1"
"2020-06-01,""Mario Tennis Aces"",10,3,1"
"2020-06-01,""Marvel vs. Capcom 2"",10,3,1"
"2020-06-01,""Million Arthur: Arcana Blood"",10,3,1"
"2020-06-01,""Power Rangers: Battle for the Grid"",10,3,1"
"2020-06-01,""Sailor Moon S"",10,3,1"
"2020-07-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",1172541,341,5"
"2020-07-01,""Counter-Strike: Global Offensive"",993926.4,866,52"
"2020-07-01,""Fortnite"",688950,433,49"
"2020-07-01,""Dota 2"",680258,234,8"
"2020-07-01,""Hearthstone"",507391.36,116,3"
"2020-07-01,""Arena of Valor"",377967.86,64,2"
"2020-07-01,""FIFA 20"",364096.4,87,8"
"2020-07-01,""Call of Duty: Modern Warfare"",345000,116,12"
"2020-07-01,""Rainbow Six Siege"",335046.36,419,12"
"2020-07-01,""Overwatch"",310000,151,3"
"2020-07-01,""Rocket League"",236938.38,290,64"
"2020-07-01,""VALORANT"",207418.44,668,49"
"2020-07-01,""StarCraft II"",204503.79,128,31"
"2020-07-01,""Gears 5"",201000,95,8"
"2020-07-01,""Hyper Scape"",200600,123,2"
"2020-07-01,""chess24"",156819.88,20,2"
"2020-07-01,""NASCAR Heat 4"",140000,34,4"
"2020-07-01,""Call of Duty: Warzone"",135500,88,12"
"2020-07-01,""Rocket Arena"",1e+05,24,3"
"2020-07-01,""Clash of Clans"",98932,45,3"
"2020-07-01,""Minecraft"",96200,32,2"
"2020-07-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",92453,92,3"
"2020-07-01,""Chess.com"",87862.42,96,15"
"2020-07-01,""WarCraft III: Reforged"",82480.55,34,9"
"2020-07-01,""Brawlhalla"",80100,102,11"
"2020-07-01,""Apex Legends"",78601.94,170,29"
"2020-07-01,""Clash Royale"",75000,16,1"
"2020-07-01,""Mobile Legends: Bang Bang"",66500,31,2"
"2020-07-01,""Brawl Stars"",62500,47,4"
"2020-07-01,""League of Legends"",55599.12,148,9"
"2020-07-01,""Auto Chess"",44949,37,2"
"2020-07-01,""Free Fire"",35000,36,1"
"2020-07-01,""Super Smash Bros. Melee"",25001.05,16,1"
"2020-07-01,""iRacing.com"",23780.35,60,3"
"2020-07-01,""StarCraft: Remastered"",15585,28,6"
"2020-07-01,""Tekken 7"",12184.4,12,4"
"2020-07-01,""Assetto Corsa"",11465.2,30,3"
"2020-07-01,""FIFA 19"",11324,2,2"
"2020-07-01,""Playchess.com"",8861.35,67,5"
"2020-07-01,""Teamfight Tactics"",8300,4,1"
"2020-07-01,""Super Smash Bros. Ultimate"",8274.21,61,19"
"2020-07-01,""Soul Calibur VI"",7475.5,13,6"
"2020-07-01,""Trackmania (2020)"",5503.84,22,8"
"2020-07-01,""Age of Empires II"",5354,23,11"
"2020-07-01,""Lichess"",4106.33,108,7"
"2020-07-01,""rFactor 2"",4025,6,2"
"2020-07-01,""Street Fighter V: Champion Edition"",3363,17,5"
"2020-07-01,""Dragon Ball FighterZ"",2326.59,13,5"
"2020-07-01,""Granblue Fantasy: Versus"",1984.51,13,4"
"2020-07-01,""Age of Empires"",1812,4,1"
"2020-07-01,""Tower Tag"",1581.3,12,1"
"2020-07-01,""Paladins"",582.8,5,1"
"2020-07-01,""Tetr.io"",542.11,4,2"
"2020-07-01,""Age of Empires III"",500,8,1"
"2020-07-01,""Tetris"",401.38,4,1"
"2020-07-01,""Legends of Runeterra"",400,14,2"
"2020-07-01,""Age of Mythology"",310,6,2"
"2020-07-01,""Assetto Corsa Competizione"",235,2,2"
"2020-07-01,""Puyo Puyo Tetris"",200,3,1"
"2020-07-01,""Tatsunoko vs. Capcom: Ultimate All-Stars"",85.3,3,1"
"2020-07-01,""Artifact Classic"",75,2,1"
"2020-07-01,""Artifact Foundry"",50,1,1"
"2020-07-01,""Beat Aim"",40,3,1"
"2020-08-01,""Call of Duty: Modern Warfare"",5100000,286,4"
"2020-08-01,""Arena of Valor"",4642871.56,92,3"
"2020-08-01,""Fortnite"",2754650,922,69"
"2020-08-01,""Counter-Strike: Global Offensive"",1460088.45,943,60"
"2020-08-01,""PLAYERUNKNOWN'S BATTLEGROUNDS Mobile"",1187724.8,284,3"
"2020-08-01,""League of Legends"",1089291.37,625,20"
"2020-08-01,""PLAYERUNKNOWN’S BATTLEGROUNDS"",586312.17,440,13"
"2020-08-01,""Rainbow Six Siege"",531754.01,200,9"
"2020-08-01,""CrossFire"",501511.5,68,1"
"2020-08-01,""chess24"",450000,12,2"
"2020-08-01,""Hearthstone"",437350,78,11"
"2020-08-01,""Overwatch"",406375,277,7"
"2020-08-01,""Call of Duty: Warzone"",377775.59,188,11"
"2020-08-01,""Rocket League"",366382.65,448,69"
"2020-08-01,""CrossFire Mobile"",344448,61,1"
